100,0,0
200,0.0007324219,17.50122
300,0.0007324219,17.50122
400,0.0007324219,17.50122
500,0.0007324219,17.50122
600,0.0007324219,17.50122
700,0.0007324219,17.50122
800,0.0007324219,17.50122
900,0.0007324219,17.50122
1000,0.0007324219,17.50122
1100,0.0007324219,17.50122
1200,0.0007524919,17.73604
1300,0.001021313,20.38918
1400,0.0008279211,18.56578
1500,0.0007117861,17.25299
1600,0.0008631675,18.9279
1700,0.0008457279,18.75061
1800,0.00109183,20.9691
1900,0.5150781,74.44346
2000,0.4945469,74.09015
2100,0.4274501,72.82371
2200,0.1734931,64.99165
2300,0.3184825,70.26771
2400,0.1978197,66.13139
2500,0.413221,72.52965
2600,0.08510026,58.80462
2700,0.2957825,69.62545
2800,0.4822515,73.87147
2900,0.5799806,75.47427
3000,0.5705012,75.33113
3100,0.2224571,67.15092
3200,0.00803256,38.30308
3300,0.01674901,44.68578
3400,0.02238252,47.20417
3500,0.02086296,46.59351
3600,0.009762573,39.99728
3700,0.007188688,37.33899
3800,0.3569692,71.25861
3900,0.5493627,75.00318
4000,0.2343955,67.60499
4100,0.01354596,42.84219
4200,0.2534547,68.284
4300,0.1723564,64.93455
4400,0.01499926,43.72739
4500,0.01022771,40.40157
4600,0.01668126,44.65057
4700,0.2239403,67.20864
4800,0.183406,65.47427
4900,0.0279581,49.13615
5000,0.36462,71.44281
5100,0.2533801,68.28145
5200,0.1029413,60.45779
5300,0.2942684,69.58087
5400,0.1085898,60.92178
5500,0.1599587,64.28616
5600,0.4362082,72.99988
5700,0.2445782,67.97435
5800,0.2587233,68.46271
5900,0.2715697,68.88362
6000,0.04881225,53.97657
6100,0.1990549,66.18546
6200,0.289487,69.43858
6300,0.3410148,70.86147
6400,0.3913987,72.05839
6500,0.2153791,66.87007
6600,0.01804082,45.33112
6700,0.01019707,40.37551
6800,0.02521986,48.24085
6900,0.3106935,70.05264
7000,0.2740892,68.96384
7100,0.2495138,68.14789
7200,0.2292001,67.41029
7300,0.2880511,69.39539
7400,0.3607456,71.35002
7500,0.4718414,73.68192
7600,0.4695391,73.63943
7700,0.4636513,73.52983
7800,0.4218411,72.70898
7900,0.1201214,61.7984
8000,0.01102694,41.0551
8100,0.05196584,54.52036
8200,0.05984484,55.74653
8300,0.04703875,53.65511
8400,0.03482664,51.04423
8500,0.2494529,68.14577
8600,0.0495876,54.11346
8700,0.02214962,47.11333
8800,0.01771913,45.17485
8900,0.02107685,46.68211
9000,0.01408313,43.17998
9100,0.0141412,43.21573
9200,0.01031621,40.4764
9300,0.0202747,46.34509
9400,0.1424078,63.27667
9500,0.383124,71.87279
9600,0.3342701,70.68795
9700,0.2929106,69.5407
9800,0.2934822,69.55763
9900,0.2507052,68.18927
10000,0.2401968,67.81734
10100,0.2254879,67.26846
10200,0.1907047,65.81322
10300,0.1703852,64.83463
10400,0.1641203,64.50925
10500,0.2139001,66.81022
10600,0.1750883,65.07114
10700,0.2012088,66.27894
10800,0.2368586,67.69578
10900,0.3218056,70.35787
11000,0.5983557,75.74519
11100,0.04864314,53.94643
11200,0.0143639,43.35144
11300,0.01631181,44.45604
11400,0.01700067,44.81532
11500,0.4702018,73.65169
11600,0.4646228,73.548
11700,0.4799333,73.82962
11800,0.4360836,72.99739
11900,0.4128827,72.52253
12000,0.4490465,73.25182
12100,0.2622485,68.58025
12200,0.01194669,41.75095
12300,0.01099853,41.03269
12400,0.01287827,42.40315
12500,0.01352173,42.82665
12600,0.4993804,74.17463
12700,0.4065793,72.3889
12800,0.3518452,71.13303
12900,0.3842988,71.89938
13000,0.4374397,73.02436
13100,0.4136962,72.53963
13200,0.44835,73.23834
13300,0.347486,71.02475
13400,0.3791063,71.78122
13500,0.3789071,71.77665
13600,0.3859696,71.93706
13700,0.249002,68.13005
13800,0.01102694,41.0551
13900,0.01202625,41.80861
14000,0.01075328,40.83681
14100,0.009990394,40.19765
14200,0.009401792,39.67021
14300,0.009160968,39.44483
14400,0.01049237,40.62347
14500,0.007959883,38.22413
14600,0.08121667,58.3989
14700,0.009082557,39.37016
14800,0.007471262,37.67388
14900,0.008097229,38.37273
15000,0.007493169,37.69931
15100,0.006436243,36.37865
15200,0.006796587,36.85181
15300,0.009690569,39.93298
15400,0.01274919,42.31565
15500,0.01834876,45.47813
15600,0.02851746,49.30822
15700,0.02776127,49.07478
15800,0.07361781,57.54566
15900,0.09237038,59.51665
16000,0.1018479,60.36504
16100,0.008996839,39.2878
16200,0.007405152,37.59668
16300,0.01086357,40.92545
16400,0.008464324,38.75785
16500,0.008368719,38.65918
16600,0.01328156,42.67098
16700,0.02477155,48.08506
16800,0.0107158,40.80649
16900,0.01080305,40.87693
17000,0.03728804,51.63739
17100,0.09387183,59.65671
17200,0.0724775,57.41006
17300,0.01945327,45.98585
17400,0.008071424,38.345
17500,0.008819527,39.11491
17600,0.02094209,46.6264
17700,0.01037239,40.52357
17800,0.07223427,57.38087
17900,0.007161689,37.30631
18000,0.0581511,55.49715
18100,0.1208087,61.84796
18200,0.122982,62.00283
18300,0.1644091,64.52452
18400,0.04028283,52.3084
18500,0.03345484,50.69518
18600,0.03099048,50.03056
18700,0.008865028,39.1596
18800,0.007244438,37.40609
18900,0.009886942,40.10724
19000,0.008368719,38.65918
19100,0.009527742,39.7858
19200,0.00693978,37.03291
19300,0.007912944,38.17276
19400,0.1023096,60.40433
19500,0.0178047,45.21669
Timestamp,Volume,Decibels

