100,0,0
200,0,17.50122
300,0,17.50122
400,0,17.50122
500,0,17.50122
600,0,17.50122
700,0,17.50122
800,0,17.50122
900,0,17.50122
1000,0,17.50122
1100,0,17.50122
1200,0.000838488,17.73604
1300,0.0007479968,20.38918
1400,0.0008812241,18.56578
1500,0.0008788343,17.25299
1600,0.0007072697,18.9279
1700,0.0008969269,18.75061
1800,0.0007690078,20.9691
1900,0.2631722,74.44346
2000,0.4243492,74.09015
2100,0.365535,72.82371
2200,0.1977297,64.99165
2300,0.2280081,70.26771
2400,0.3012803,66.13139
2500,0.3384399,72.52965
2600,0.1272585,58.80462
2700,0.08709291,69.62545
2800,0.4079073,73.87147
2900,0.4883964,75.47427
3000,0.5111857,75.33113
3100,0.334286,67.15092
3200,0.007260289,38.30308
3300,0.01182592,44.68578
3400,0.01570974,47.20417
3500,0.02029391,46.59351
3600,0.009548459,39.99728
3700,0.00595388,37.33899
3800,0.179654,71.25861
3900,0.3467919,75.00318
4000,0.1972868,67.60499
4100,0.01171806,42.84219
4200,0.2250502,68.284
4300,0.1741377,64.93455
4400,0.01703689,43.72739
4500,0.01332857,40.40157
4600,0.01808717,44.65057
4700,0.2680752,67.20864
4800,0.1989225,65.47427
4900,0.08435959,49.13615
5000,0.3027732,71.44281
5100,0.1428457,68.28145
5200,0.1018205,60.45779
5300,0.2439308,69.58087
5400,0.1609333,60.92178
5500,0.1335731,64.28616
5600,0.3679051,72.99988
5700,0.1976084,67.97435
5800,0.2028537,68.46271
5900,0.2529228,68.88362
6000,0.08424568,53.97657
6100,0.1718901,66.18546
6200,0.2344405,69.43858
6300,0.3087738,70.86147
6400,0.304884,72.05839
6500,0.2440049,66.87007
6600,0.01320804,45.33112
6700,0.01066528,40.37551
6800,0.01464256,48.24085
6900,0.2901564,70.05264
7000,0.2334138,68.96384
7100,0.2165837,68.14789
7200,0.1909747,67.41029
7300,0.2264827,69.39539
7400,0.3046917,71.35002
7500,0.3724593,73.68192
7600,0.4029257,73.63943
7700,0.3882655,73.52983
7800,0.3623734,72.70898
7900,0.1856848,61.7984
8000,0.008254367,41.0551
8100,0.02928916,54.52036
8200,0.04845651,55.74653
8300,0.04210646,53.65511
8400,0.056863,51.04423
8500,0.08277043,68.14577
8600,0.09109621,54.11346
8700,0.01870283,47.11333
8800,0.01467036,45.17485
8900,0.01770776,46.68211
9000,0.0112159,43.17998
9100,0.01424971,43.21573
9200,0.00997537,40.4764
9300,0.0195017,46.34509
9400,0.1107044,63.27667
9500,0.3083983,71.87279
9600,0.2782839,70.68795
9700,0.2793868,69.5407
9800,0.2573598,69.55763
9900,0.2050373,68.18927
10000,0.2073422,67.81734
10100,0.1879216,67.26846
10200,0.1462976,65.81322
10300,0.1634445,64.83463
10400,0.1252365,64.50925
10500,0.1682163,66.81022
10600,0.1665583,65.07114
10700,0.1660775,66.27894
10800,0.2093776,67.69578
10900,0.2523601,70.35787
11000,0.5863904,75.74519
11100,0.09078053,53.94643
11200,0.01415772,43.35144
11300,0.0139897,44.45604
11400,0.01444684,44.81532
11500,0.3889926,73.65169
11600,0.3915017,73.548
11700,0.4063627,73.82962
11800,0.362066,72.99739
11900,0.3541339,72.52253
12000,0.3626502,73.25182
12100,0.3419498,68.58025
12200,0.009484911,41.75095
12300,0.008951741,41.03269
12400,0.009656391,42.40315
12500,0.009337766,42.82665
12600,0.08140225,74.17463
12700,0.4199806,72.3889
12800,0.2994144,71.13303
12900,0.3143915,71.89938
13000,0.3688327,73.02436
13100,0.3505089,72.53963
13200,0.3565579,73.23834
13300,0.3276654,71.02475
13400,0.3110223,71.78122
13500,0.3205899,71.77665
13600,0.319331,71.93706
13700,0.2408284,68.13005
13800,0.01000088,41.0551
13900,0.008987354,41.80861
14000,0.008533888,40.83681
14100,0.008294935,40.19765
14200,0.008069351,39.67021
14300,0.009177639,39.44483
14400,0.009278292,40.62347
14500,0.006710943,38.22413
14600,0.05590612,58.3989
14700,0.01419996,39.37016
14800,0.006775174,37.67388
14900,0.008751573,38.37273
15000,0.006183281,37.69931
15100,0.005522379,36.37865
15200,0.005613737,36.85181
15300,0.007949509,39.93298
15400,0.009408524,42.31565
15500,0.01510135,45.47813
15600,0.02862572,49.30822
15700,0.02412072,49.07478
15800,0.0459496,57.54566
15900,0.08147205,59.51665
16000,0.04690711,60.36504
16100,0.01374548,39.2878
16200,0.006556883,37.59668
16300,0.006936333,40.92545
16400,0.01218679,38.75785
16500,0.01091525,38.65918
16600,0.01822079,42.67098
16700,0.01287789,48.08506
16800,0.01724685,40.80649
16900,0.009370234,40.87693
17000,0.04419284,51.63739
17100,0.0572811,59.65671
17200,0.07831222,57.41006
17300,0.01920349,45.98585
17400,0.008014004,38.345
17500,0.006699111,39.11491
17600,0.0307166,46.6264
17700,0.01352833,40.52357
17800,0.05303624,57.38087
17900,0.005984592,37.30631
18000,0.019448,55.49715
18100,0.09525653,61.84796
18200,0.0836712,62.00283
18300,0.1084169,64.52452
18400,0.05683893,52.3084
18500,0.03595935,50.69518
18600,0.01407139,50.03056
18700,0.007684358,39.1596
18800,0.006624241,37.40609
18900,0.007430447,40.10724
19000,0.006540082,38.65918
19100,0.006498784,39.7858
19200,0.005974057,37.03291
19300,0.006936365,38.17276
19400,0.01080909,60.40433
19500,0.009658254,45.21669
Timestamp,Volume,Decibels

